62.2500,25.7668,205
62.2499,25.7664,242
62.2499,25.7660,270
62.2498,25.7655,247
62.2497,25.7652,234
62.2496,25.7648,242
62.2495,25.7645,234
62.2494,25.7642,234
62.2493,25.7639,234
62.2492,25.7637,223
62.2491,25.7634,234
62.2490,25.7630,242
62.2489,25.7629,205
62.2488,25.7628,205
62.2487,25.7626,223
62.2487,25.7625,270
62.2486,25.7625,180
62.2485,25.7623,223
62.2484,25.7622,205
62.2483,25.7621,205
62.2482,25.7619,223
62.2481,25.7618,205
62.2480,25.7617,205
62.2479,25.7617,180
62.2478,25.7615,223
62.2477,25.7614,205
62.2476,25.7612,223
62.2476,25.7612,0
62.2475,25.7611,205
62.2474,25.7609,223
62.2473,25.7608,205
62.2472,25.7607,205
62.2471,25.7605,223
62.2471,25.7604,270
62.2470,25.7602,223
62.2469,25.7600,223
62.2468,25.7598,223
62.2467,25.7597,205
62.2466,25.7596,205
62.2465,25.7594,223
62.2464,25.7591,234
62.2461,25.7586,218
62.2459,25.7582,223
62.2457,25.7577,229
62.2454,25.7570,227
62.2450,25.7564,215
62.2448,25.7559,229
62.2445,25.7555,212
62.2443,25.7554,193
62.2439,25.7554,180
62.2436,25.7554,180
62.2433,25.7551,205
62.2433,25.7551,0
62.2432,25.7550,205
62.2433,25.7543,287
62.2433,25.7540,270
62.2434,25.7536,298
62.2434,25.7534,270
62.2435,25.7532,317
62.2433,25.7528,223
62.2431,25.7525,215
62.2430,25.7522,234
62.2428,25.7518,223
62.2427,25.7515,234
62.2425,25.7512,215
62.2424,25.7510,223
62.2422,25.7506,223
62.2420,25.7503,215
62.2419,25.7500,234
62.2417,25.7497,215
62.2416,25.7494,234
62.2414,25.7490,223
62.2412,25.7486,223
62.2411,25.7485,205
62.2410,25.7483,223
62.2410,25.7481,270
62.2409,25.7479,223
62.2408,25.7479,180
62.2408,25.7478,270
62.2408,25.7477,270
62.2407,25.7477,180
62.2407,25.7476,270
62.2406,25.7473,234
62.2404,25.7471,205
62.2404,25.7470,270
62.2402,25.7467,215
62.2401,25.7465,223
62.2400,25.7462,234
62.2399,25.7460,223
62.2398,25.7458,223
62.2397,25.7456,223
62.2395,25.7452,223
62.2394,25.7449,234
62.2392,25.7447,205
62.2391,25.7444,234
62.2390,25.7442,223
62.2389,25.7439,234
62.2388,25.7438,205
62.2387,25.7436,223
62.2385,25.7432,223
62.2383,25.7429,215
62.2379,25.7422,219
62.2377,25.7415,239
62.2373,25.7408,219
62.2371,25.7405,215
62.2368,25.7413,129
62.2364,25.7422,134
62.2362,25.7427,131
62.2357,25.7435,143
62.2355,25.7442,122
62.2357,25.7454,70
62.2362,25.7467,51
62.2370,25.7484,45
62.2377,25.7498,43
62.2382,25.7509,46
62.2387,25.7523,53
62.2382,25.7541,121
62.2378,25.7555,122
62.2372,25.7570,131
62.2368,25.7581,128
62.2364,25.7589,137
62.2361,25.7603,115
62.2357,25.7613,131
62.2354,25.7620,133
62.2351,25.7626,137
62.2348,25.7633,133
62.2344,25.7641,137
62.2341,25.7647,137
62.2338,25.7653,137
62.2334,25.7659,145
62.2330,25.7665,145
62.2326,25.7671,145
62.2319,25.7680,149
62.2316,25.7683,155
62.2314,25.7684,167
62.2313,25.7685,155
62.2311,25.7685,180
62.2310,25.7688,126
62.2308,25.7689,167
62.2307,25.7691,137
62.2305,25.7693,155
62.2302,25.7695,163
62.2301,25.7697,137
62.2299,25.7699,155
62.2297,25.7701,155
62.2296,25.7704,126
62.2294,25.7706,155
62.2292,25.7710,137
62.2290,25.7713,145
62.2288,25.7719,126
62.2284,25.7726,141
62.2282,25.7733,122
62.2279,25.7739,137
62.2278,25.7739,180
62.2277,25.7737,223
62.2277,25.7736,270
62.2276,25.7734,223
62.2273,25.7731,205
62.2271,25.7729,205
62.2269,25.7729,180
